,Latitude,Longitude,MedInc
4303,34.09,-118.3,2.1927
15257,33.04,-117.24,3.212
8966,34.0,-118.4,4.85
10048,39.17,-120.93,3.6563
5933,34.13,-117.82,6.1321
19931,36.31,-119.33,5.3909
20218,34.28,-119.24,4.4038
9864,36.59,-121.84,4.3269
8896,34.02,-118.49,4.1365
16543,37.79,-121.23,2.7734
6909,33.95,-117.93,7.4597
5928,34.1,-117.8,6.2456
1795,37.93,-122.34,2.1287
8686,33.86,-118.32,4.6563
19517,37.64,-121.01,1.9013
1057,39.76,-121.84,2.3155
1964,38.77,-120.58,2.3583
2629,40.73,-124.19,3.5363
10454,33.48,-117.66,2.3846
4816,34.05,-118.29,1.8571
16320,37.99,-121.34,3.9615
14379,32.74,-117.28,2.7515
18213,37.38,-122.06,5.6999
8637,33.88,-118.41,5.2533
12213,33.51,-117.18,6.992999999999999
5864,34.18,-118.34,3.24
6409,34.12,-118.02,6.1536
18354,37.36,-122.11,13.1867
13167,36.83,-121.37,4.76
5992,34.08,-117.71,4.2639
12994,38.69,-121.25,4.1607
11117,33.84,-117.87,4.5112
5381,34.03,-118.4,6.5669
2543,40.79,-124.16,2.2566
13709,34.11,-117.21,3.4103
3884,34.21,-118.52,4.3261
6871,34.07,-118.09,2.5938
2275,36.8,-119.78,1.8514
12107,33.99,-117.32,4.711
13881,34.42,-117.27,3.2077
420,37.89,-122.26,6.6828
284,37.78,-122.17,3.6875
998,37.69,-121.8,5.4324
16868,37.6,-122.39,2.56
3181,36.31,-119.77,2.6218
11809,38.94,-121.1,1.0179
14009,32.75,-117.19,6.1309
11724,39.24,-120.04,2.65
6506,34.08,-118.06,3.2569
3834,34.2,-118.44,2.9360000000000004
18879,38.1,-122.26,1.3007
4768,34.04,-118.36,2.0538
3245,36.1,-119.57,2.0595
4281,34.09,-118.32,2.5556
12609,38.51,-121.49,3.1768
4533,34.03,-118.22,1.8125
18910,38.13,-122.26,1.6368
18580,36.92,-121.76,2.6434
6070,34.04,-117.84,6.9754
11508,33.75,-118.11,5.0926
12483,38.57,-121.5,3.358
8968,33.99,-118.4,5.9632
11379,33.68,-117.95,5.0287
19367,38.46,-123.07,2.3611
11541,33.76,-118.02,4.25
15136,32.84,-116.92,4.6674
160,37.8,-122.24,2.1944
17738,37.31,-121.78,6.4664
17078,37.48,-122.2,3.4427
8668,33.82,-118.39,4.5817
682,37.69,-122.14,2.9958
6891,34.05,-118.1,2.9130000000000003
18074,37.28,-122.0,5.4103
150,37.81,-122.22,4.072
18197,37.39,-122.0,5.791
8018,33.84,-118.1,5.1836
3411,34.28,-118.39,4.4818
19747,40.19,-122.24,3.7
8969,33.99,-118.4,5.4663
16671,35.25,-120.68,2.2868
6417,34.15,-117.99,3.1304
16572,37.74,-121.42,2.825
16083,37.73,-122.48,5.2598
6918,33.96,-118.0,9.1541
8174,33.79,-118.11,5.587000000000001
15793,37.76,-122.42,1.3365
14509,32.87,-117.21,4.1429
4315,34.09,-118.34,2.3568
9990,39.09,-121.07,2.8864
8753,33.82,-118.36,3.3565
16264,37.95,-121.26,2.1583
2661,40.16,-123.82,1.2227
18124,37.33,-122.02,7.3693
10836,33.68,-117.93,5.069
14804,32.63,-117.17,3.5357
3788,34.17,-118.37,2.4107
6390,34.15,-118.05,8.2004
8773,33.8,-118.35,4.875
1276,37.91,-121.6,5.1017
18650,36.88,-121.96,4.7468
8293,33.76,-118.13,4.5469
17590,37.31,-121.91,4.7287
13555,34.1,-117.3,1.775
116,37.83,-122.25,2.4234
16085,37.73,-122.49,3.9219
7457,33.91,-118.17,3.1087
12037,33.93,-117.49,3.9522
12520,38.55,-121.47,1.1458
1112,39.79,-121.59,1.625
19232,38.48,-122.66,3.267
10138,33.91,-117.9,3.5403
9239,36.97,-119.85,4.475
8764,33.81,-118.37,6.9296
16618,35.4,-120.86,2.7043
16331,38.02,-121.33,4.3008
14682,32.82,-117.08,7.1298
3651,34.21,-118.44,2.875
8323,33.95,-118.3,2.2031
1255,39.21,-122.01,2.4559
3684,34.21,-118.37,3.1563
11456,33.66,-118.0,4.2289
17483,34.45,-119.82,6.7247
19593,37.6,-120.87,2.6619
17141,37.45,-122.17,5.1995
14623,32.78,-117.17,2.2768
2481,36.18,-120.43,2.1458
7569,33.89,-118.2,2.7212
18005,37.3,-121.96,4.0403
15545,33.08,-117.08,4.9844
17970,37.32,-121.96,3.73
829,37.61,-122.08,3.7931
17422,34.64,-120.45,3.8512
1602,37.87,-122.13,10.3713
11885,33.98,-117.37,1.1194
3058,35.62,-119.69,2.1186
15729,37.78,-122.44,2.151
11562,33.75,-117.99,3.3125
17403,34.95,-120.45,2.375
20220,34.28,-119.27,4.125
14091,32.76,-117.11,1.9799
5314,34.06,-118.42,6.1527
11106,33.85,-117.9,4.325
10257,33.87,-117.86,5.1784
15818,37.76,-122.42,1.65
18453,37.22,-121.78,5.0958
14911,32.61,-117.05,3.2633
17509,37.34,-121.9,2.619
10330,33.83,-117.76,6.4415
17507,37.35,-121.9,3.25
1921,38.81,-120.84,3.1635
20181,34.35,-119.32,2.475
17564,37.31,-121.9,5.8186
10180,33.87,-117.96,3.7222
18423,37.25,-121.81,2.0288
11848,39.82,-120.74,3.9583
14221,32.66,-117.06,3.5066
11658,33.82,-118.02,3.7885
3851,34.18,-118.44,2.2461
3938,34.22,-118.58,5.6345
7029,33.96,-118.1,4.1711
19133,38.35,-122.72,2.4117
15116,32.85,-117.0,5.282
8604,33.88,-118.37,4.4828
15709,37.79,-122.43,5.0049
15307,33.19,-117.37,1.9562
10498,33.51,-117.67,3.4792
3607,34.23,-118.46,2.7121
13876,34.44,-117.31,3.6007
1320,38.04,-121.9,1.2024
13618,34.13,-117.27,2.9628
10254,33.88,-117.87,3.3036
12733,38.58,-121.35,8.6572
19343,38.62,-122.86,2.7432
168,37.79,-122.24,2.3173
12654,38.52,-121.45,2.5592
7502,33.91,-118.26,2.8859
5817,34.13,-118.24,4.0272
18144,37.35,-122.04,7.4729
15782,37.78,-122.4,2.5742
15016,32.77,-117.03,2.3393
4950,34.01,-118.31,1.7386
398,37.89,-122.29,5.1675
10735,33.6,-117.89,7.8164
6699,34.14,-118.11,4.1324
149,37.8,-122.22,4.5428
3069,35.75,-119.25,1.517
14067,32.75,-117.12,1.64
94,37.8,-122.27,1.8477
12403,33.69,-116.25,2.7667
7132,34.03,-118.12,5.6112
6756,34.11,-118.11,6.7099
14244,32.7,-117.1,3.6042
14785,32.58,-117.12,3.0613
12976,38.67,-121.31,4.8224
12011,33.92,-117.53,6.1561
17285,34.41,-119.73,4.4375
1496,37.94,-122.01,6.3809
20485,34.28,-118.67,5.6949
5363,34.04,-118.42,6.626
19755,40.18,-122.21,2.1898
4885,34.02,-118.26,2.1667
13043,38.51,-121.06,6.8869
8583,33.89,-118.4,6.6321
8158,33.81,-118.12,4.2143
18368,37.16,-121.98,5.3468
19197,38.45,-122.69,3.9191
3746,34.16,-118.41,6.3703
13073,38.57,-121.33,2.3684
11482,33.73,-117.99,3.8365
15297,33.16,-117.35,3.975
13763,34.06,-117.12,1.3906
8803,33.78,-118.4,8.5421
4900,34.01,-118.25,1.2857
1929,38.66,-121.07,4.6394
10069,39.33,-120.2,3.7841
13740,34.03,-117.19,4.6806
19634,37.52,-120.89,2.5402
17095,37.47,-122.24,3.929
14783,32.56,-117.09,4.8984
1967,38.75,-120.63,2.7201
10455,33.49,-117.65,4.3603
15270,33.08,-117.29,5.7787
1634,37.89,-122.2,7.3195
6595,34.18,-118.15,2.2328
19478,37.66,-120.97,3.1286
19476,37.67,-120.96,4.2969
13173,36.76,-121.34,4.1528
12437,33.66,-116.17,1.9306
3318,39.05,-122.86,2.5326
11897,33.96,-117.37,7.2519
10004,39.04,-121.06,4.2802
1479,37.96,-122.04,2.2411
14993,32.72,-117.03,3.0588
15947,37.72,-122.43,3.0107
1498,37.93,-122.01,7.5898
5857,34.19,-118.33,3.138
7363,33.97,-118.2,2.754
11074,33.8,-117.86,2.8235
13172,36.81,-121.36,5.0871
13715,34.12,-117.17,6.2178
16099,37.76,-122.51,2.8448
13123,38.27,-121.26,4.4125
1332,38.0,-121.88,5.3098
7985,33.86,-118.16,2.5068
5149,33.96,-118.27,0.5495
16707,35.17,-120.43,3.851
14059,32.75,-117.13,2.693
2688,32.96,-115.56,3.8177
1714,38.0,-122.33,2.9781
13904,34.15,-116.39,1.9779
13894,34.13,-116.35,1.5491
16089,37.71,-122.48,3.5296
19901,36.32,-119.29,1.1419
19591,37.57,-120.88,3.9821
5883,34.17,-118.34,4.875
18295,37.4,-122.12,7.0245
3855,34.18,-118.44,4.375
8306,33.75,-118.12,3.9934
4113,34.14,-118.4,5.1377
12239,33.73,-116.93,4.0433
15861,37.76,-122.39,3.7051
20013,36.02,-119.01,2.375
2715,32.81,-115.58,3.6597
12141,33.83,-117.2,3.6618
316,37.75,-122.2,1.5809
9592,37.32,-120.45,3.6471
13235,34.15,-117.66,8.0103
14695,32.78,-117.11,3.6528
6750,34.11,-118.08,5.5924
16657,35.27,-120.66,3.7337
7685,33.94,-118.1,3.1607
2818,35.41,-119.03,2.0331
10146,33.92,-117.92,5.1952
950,37.72,-121.93,4.9107
8917,34.02,-118.47,2.3382
11417,33.7,-117.96,5.3428
7198,34.03,-118.19,1.9719
10016,39.23,-121.18,3.7125
30,37.84,-122.28,1.9274
13701,34.11,-117.24,2.2109
1639,37.89,-122.18,8.1489
6136,34.08,-117.99,2.8906
8304,33.75,-118.12,7.3672
5550,33.96,-118.38,4.6923
9899,38.29,-122.28,1.9875
14516,32.91,-117.12,2.8728
6836,34.08,-118.13,2.5787
4456,34.09,-118.18,2.6226
16525,37.79,-121.2,2.4798
18931,38.09,-122.11,2.3929
16864,37.62,-122.4,4.0238
11666,33.85,-118.01,3.8864
10108,33.92,-117.95,4.3426
12137,33.9,-117.19,4.189
1965,38.76,-120.6,3.0217
17950,37.34,-121.96,5.3873
1584,37.84,-121.96,7.5139
2025,36.71,-119.74,2.1905
10549,33.7,-117.77,3.7147
10319,33.84,-117.79,8.3931
14786,32.57,-117.12,4.8274
8349,33.94,-118.33,1.9309
4963,34.01,-118.28,1.7143
6242,34.06,-117.98,4.0274
15561,33.13,-117.03,4.7022
16818,37.65,-122.46,4.8096
8211,33.79,-118.18,2.0186
2928,35.37,-119.01,1.2469
8109,33.79,-118.19,1.8109
9870,36.61,-121.84,1.875
20036,36.1,-118.93,2.3792
20628,39.1,-121.48,2.5952
14569,32.83,-117.21,4.1806
8537,33.89,-118.36,3.375
9985,38.58,-122.57,1.9925
20385,34.18,-118.94,5.5181
1593,37.9,-122.14,10.3224
2201,36.83,-119.85,4.8036
7473,33.93,-118.2,2.1715
700,37.69,-122.03,6.5
14573,32.81,-117.21,5.2837
16418,37.87,-121.27,2.9531
11324,33.76,-117.96,4.2813
3693,34.21,-118.38,3.8
7087,33.93,-118.01,3.275
3995,34.17,-118.58,6.2064
10790,33.63,-117.91,3.5388
1314,37.99,-121.79,5.6506
15273,33.06,-117.28,4.0118
764,37.66,-122.1,3.7303
9136,34.41,-118.4,10.0285
4342,34.08,-118.3,2.3846
11711,39.17,-120.18,3.6563
16450,38.14,-121.28,4.119
10784,33.63,-117.91,2.7264
10512,33.52,-117.69,3.4455
14937,32.64,-117.04,4.0298
38,37.83,-122.26,3.48
3613,34.23,-118.41,4.5909
1455,37.95,-121.96,3.6133
7537,33.91,-118.21,2.6429
14253,32.71,-117.1,1.7075
11846,39.78,-120.57,2.1216
5274,34.03,-118.53,7.0318
2894,35.37,-118.99,1.7292
5046,34.02,-118.36,3.8643
18541,36.95,-122.01,2.0547
10869,33.7,-117.88,3.8029
14769,32.56,-117.1,3.75
17210,34.43,-119.71,2.1974
6281,34.03,-117.92,3.975
6946,33.99,-118.08,3.6196
1053,39.76,-121.83,3.1142
10596,33.68,-117.8,4.4391
19404,37.71,-120.98,2.4211
11255,33.81,-117.98,2.582
11579,33.77,-118.02,5.2077
14909,32.62,-117.04,4.9962
16960,37.53,-122.3,4.5116
10327,33.85,-117.77,7.3681
15000,32.74,-117.04,3.6848
2807,35.43,-119.02,3.1736
15117,32.83,-116.95,3.3081
14151,32.78,-117.07,1.6815
14432,32.8,-117.23,3.225
304,37.77,-122.18,2.8125
15509,33.14,-117.07,4.7426
5970,34.09,-117.78,3.7177
18336,37.44,-122.15,7.2543
9618,37.29,-120.46,2.3594
9363,37.93,-122.54,5.5385
7656,33.82,-118.26,3.6477
11892,33.99,-117.35,2.6071
252,37.77,-122.21,4.0904
13259,34.1,-117.68,2.8326
511,37.82,-122.22,13.499
12147,33.72,-117.2,1.9912
6824,34.08,-118.1,2.543
9809,36.59,-121.95,5.8505
12908,38.63,-121.29,3.3182
19125,38.25,-122.64,3.8
10011,39.15,-121.1,4.0333
9558,37.43,-120.57,2.6758
8165,33.8,-118.13,4.3438
750,37.67,-122.06,4.2733
11420,33.69,-117.96,7.7313
18171,37.36,-122.01,4.2061
742,37.67,-122.13,3.2434
19988,36.2,-119.32,3.4231
176,37.8,-122.24,2.1348
16632,35.33,-120.9,3.588
8877,34.04,-118.49,8.0257
9913,38.3,-122.3,2.6346
13139,38.43,-121.44,4.9516
13741,34.03,-117.19,6.4962
10240,33.89,-117.88,3.0214
15866,37.76,-122.41,1.9944
4807,34.02,-118.34,3.1442
19463,37.68,-120.98,3.1912
2390,36.91,-119.46,3.9141
17980,37.31,-121.94,3.7632
15292,33.1,-117.29,5.1837
7725,33.93,-118.11,3.2011
381,37.74,-122.16,3.4844
19885,36.29,-119.11,2.6065
5297,34.07,-118.44,2.0511
5268,34.06,-118.56,7.3031
19169,38.39,-122.7,2.0915
6926,34.01,-118.08,3.4861
6051,34.04,-117.75,3.125
10815,33.63,-117.95,6.0
15799,37.76,-122.43,2.8458
5862,34.19,-118.34,2.6827
6428,34.12,-117.99,2.5395
3467,34.33,-118.48,6.0891
8544,33.88,-118.36,2.7981
4405,34.08,-118.24,4.9844
14167,32.77,-117.05,2.8097
18189,37.37,-122.02,4.2782
14904,32.6,-117.06,1.7472
984,37.66,-121.87,5.7519
439,37.85,-122.29,2.5682
17521,37.33,-121.92,5.2831
3781,34.16,-118.39,5.1169
5762,34.16,-118.29,3.7083
429,37.88,-122.28,4.1912
14006,32.75,-117.18,5.392
13066,38.54,-121.32,2.9693
8043,33.84,-118.16,3.8646
19967,36.22,-119.09,3.4306
5512,34.0,-118.41,2.7153
14737,32.82,-117.05,4.2312
4881,34.02,-118.25,1.6302
12725,38.61,-121.35,2.7788
5143,33.96,-118.28,1.9348
10328,33.84,-117.76,8.7124
7609,33.88,-118.26,5.5591
1226,38.39,-120.56,2.6667
10477,33.6,-117.7,3.0461
11399,33.72,-117.96,6.8645
18302,37.42,-122.14,4.15
5466,33.99,-118.47,3.015
18544,36.97,-122.03,1.6923
903,37.53,-121.98,4.1947
8227,33.78,-118.2,2.3305
6672,34.15,-118.11,2.6172
5814,34.14,-118.25,2.1602
8588,33.89,-118.39,6.3434
10633,33.7,-117.79,6.3298
8115,33.8,-118.2,2.5012
366,37.75,-122.13,5.3602
10835,33.68,-117.92,4.4732
3079,35.44,-119.01,2.5806
12636,38.47,-121.49,2.3496
3016,34.82,-118.93,4.0332
12952,38.71,-121.28,3.575
6332,33.99,-117.95,6.7978
11480,33.72,-118.03,5.162999999999999
4988,34.0,-118.31,2.1116
1653,37.92,-122.01,8.3956
12603,38.53,-121.47,1.4625
3422,34.27,-118.42,1.6295
14222,32.66,-117.04,4.1442
7888,33.88,-118.06,6.5901
19552,37.63,-120.99,2.4792
11884,33.98,-117.38,2.1528
1206,39.41,-121.71,2.1728
13578,34.13,-117.28,1.8281
9555,37.33,-120.65,4.1058
15452,33.16,-117.31,5.5956
1486,37.96,-122.02,6.6727
8443,33.9,-118.36,5.0452
13164,36.84,-121.38,4.1875
11702,33.89,-117.97,9.0683
85,37.81,-122.28,2.4083
15315,33.2,-117.38,1.3903
167,37.8,-122.25,1.3929
9929,38.29,-122.32,2.3787
7304,33.99,-118.19,3.0114
11062,33.8,-117.86,3.5172
11340,33.75,-117.93,4.2219
11147,33.84,-117.98,5.0747
20164,34.45,-119.28,2.4595
3372,34.26,-118.29,4.008
753,37.67,-122.07,3.875
1418,37.99,-122.04,4.125
17267,34.36,-119.7,4.7411
2254,36.8,-119.81,3.5958
4063,34.16,-118.46,3.4698
9482,39.36,-123.1,1.746
20274,34.15,-119.23,3.748
13203,34.05,-117.68,2.5395
9539,37.39,-120.71,2.6058
17769,37.35,-121.84,2.6894
4244,34.11,-118.33,8.2335
14452,32.84,-117.27,3.2109
2438,36.59,-119.62,4.0197
19874,36.34,-119.31,1.4729
2069,36.72,-119.87,2.0658
14470,32.84,-117.27,6.1025
5224,33.95,-118.25,1.1384
18978,38.25,-122.01,4.6779
17810,37.4,-121.86,6.1504
17410,34.96,-120.57,2.1776
1078,39.71,-121.78,2.125
16195,37.96,-121.31,3.2260000000000004
2175,36.77,-119.85,2.9315
4125,34.14,-118.2,4.0909
624,37.71,-122.18,3.375
5083,33.98,-118.29,1.3479
16037,37.72,-122.46,4.0855
6725,34.12,-118.11,10.6767
6797,34.08,-118.14,2.9405
4105,34.12,-118.34,4.2415
8474,33.91,-118.32,4.5304
3550,34.22,-118.64,6.8643
9923,38.32,-122.31,3.285
14183,32.71,-117.07,2.2454
147,37.8,-122.22,3.2632
5647,33.74,-118.29,2.1473
6612,34.18,-118.12,6.3467
12631,38.49,-121.5,3.3689
11415,33.69,-117.97,6.799
1354,38.02,-121.94,2.7907
6069,34.02,-117.87,6.4333
13250,34.11,-117.63,4.2969
17246,34.42,-119.67,2.5947
13880,34.46,-117.34,3.1505
20059,35.87,-119.27,1.63
10215,33.87,-117.9,3.4338
16884,37.58,-122.39,7.8997
8757,33.81,-118.37,5.1271
12900,38.63,-121.33,2.7181
6438,34.1,-118.02,1.9688
1083,39.72,-121.84,0.9566
3604,34.23,-118.48,4.7583
12894,38.65,-121.34,4.6
20607,39.1,-121.57,1.8413
9711,36.67,-121.66,3.1071
991,37.61,-121.62,5.7239
2447,36.56,-119.62,1.8878
1887,38.92,-119.98,3.15
12556,38.55,-121.47,1.186
9437,37.47,-119.95,1.5
13201,34.06,-117.7,2.9107
18954,38.26,-122.06,3.3839
14133,32.75,-117.07,2.3148
14023,32.75,-117.16,2.2687
14983,32.72,-116.99,3.8295
905,37.54,-121.99,3.9444
15190,33.02,-117.06,5.8966
5927,34.1,-117.8,3.5603
18462,37.24,-121.77,4.747
5489,33.99,-118.45,6.0672
5584,33.82,-118.3,2.6368
17620,37.27,-121.94,3.662
16863,37.63,-122.41,3.0
15981,37.75,-122.46,4.5352
14843,32.69,-117.08,3.6875
5915,34.28,-118.44,1.7708
3102,35.64,-117.68,5.2043
18366,37.24,-122.08,11.3283
517,37.82,-122.23,8.7477
16204,37.95,-121.29,0.696
9520,39.14,-123.2,1.8042
7681,33.93,-118.1,4.375
19772,39.94,-122.17,2.2292
11011,33.77,-117.82,7.0565
10363,33.62,-117.69,6.4598
9838,36.61,-121.91,3.2952
9647,37.05,-120.84,5.3988
20466,34.27,-118.75,5.5983
4750,34.04,-118.32,2.532
15255,33.04,-117.26,6.3525
10331,33.84,-117.77,6.7274
11361,33.74,-117.92,4.3882
12829,38.7,-121.46,3.8611
5100,33.97,-118.31,3.725
14906,32.6,-117.06,2.7014
20353,34.13,-119.05,5.0066
17637,37.27,-121.91,5.0062
13713,34.12,-117.17,5.4138
10484,33.58,-117.69,10.3953
7914,33.88,-118.08,3.2639
13134,38.46,-121.43,4.0625
3107,35.62,-117.7,3.5931
2006,36.75,-119.8,1.3527
15413,33.23,-117.27,4.1405
5384,34.02,-118.4,2.4135
10571,33.66,-117.67,4.7341
2733,32.79,-115.56,1.3373
15640,37.8,-122.42,4.2458
7157,34.04,-118.16,3.1895
17225,34.44,-119.73,4.8021
18402,37.24,-121.84,6.7836
1693,38.0,-122.26,4.2269
13219,34.0,-117.69,2.5781
15381,33.41,-117.19,4.0882
4385,34.08,-118.26,2.3816
17402,34.95,-120.44,2.2743
9286,38.06,-122.56,5.0965
10038,39.22,-121.04,2.25
3289,39.02,-122.69,2.1094
17938,37.34,-121.94,3.4233
2499,36.78,-120.39,1.7184
7946,33.86,-118.14,5.0
6062,34.0,-117.84,6.8758
9758,36.51,-121.45,1.775
16775,37.68,-122.46,2.9413
9994,39.13,-121.05,4.4375
10182,33.86,-117.95,5.2099
10879,33.71,-117.9,6.1966
52,37.82,-122.27,1.1108
5272,34.04,-118.52,13.6842
17234,34.44,-119.68,8.7394
17748,37.29,-121.75,4.3365
2574,40.78,-124.13,2.1101
12529,38.57,-121.49,1.7155
15306,33.19,-117.37,2.8819
4220,34.12,-118.28,12.8763
14338,32.73,-117.16,1.9203
8241,33.77,-118.19,1.0714
15936,37.73,-122.42,4.0781
16217,37.96,-121.32,2.7656
13989,34.94,-117.19,2.1522
15844,37.74,-122.43,5.0196
8076,33.83,-118.19,3.5871
9962,38.33,-122.23,5.5368
4089,34.15,-118.42,4.615
6956,33.98,-118.06,2.9583
6346,34.05,-117.75,2.1908
17088,37.47,-122.22,3.3268
12004,33.89,-117.56,2.3417
12038,33.91,-117.47,2.2241
3601,34.23,-118.49,5.2668
14543,32.92,-117.18,5.196000000000001
13391,34.09,-117.59,3.9755
18638,36.99,-121.98,3.5943
12102,33.94,-117.31,5.2713
12261,33.78,-116.97,2.535
2923,35.36,-119.03,1.9671
17454,34.69,-120.37,4.7946
1064,39.75,-121.85,1.8095
15277,33.06,-117.34,4.3182
14224,32.68,-117.02,5.7192
9124,34.58,-118.08,4.1719
9086,34.65,-118.19,3.9963
10999,33.76,-117.79,11.0546
1771,37.95,-122.35,3.6094
11651,33.85,-118.05,6.1737
20106,37.94,-120.29,3.05
13520,34.22,-117.38,5.7628
5743,34.17,-118.26,3.8576
332,37.74,-122.17,2.15
3989,34.19,-118.65,5.2016
17634,37.27,-121.93,4.1033
8037,33.84,-118.14,4.933
3865,34.17,-118.45,4.3333
7182,34.04,-118.19,2.3015
17756,37.35,-121.81,4.375
7735,33.93,-118.13,3.1496
6440,34.1,-118.03,4.4236
20454,34.27,-118.79,4.5833
18666,36.99,-121.94,4.2898
17648,37.25,-121.89,6.0791
16302,38.0,-121.35,3.675
17133,37.47,-122.15,5.6407
2299,36.82,-119.76,2.3375
16760,37.7,-122.54,4.2472
4467,34.06,-118.19,2.5132
17743,37.31,-121.77,6.6455
12646,38.51,-121.46,1.5735
5169,33.95,-118.27,1.8814
4246,34.12,-118.33,6.0352
10620,33.67,-117.82,6.276
5631,33.77,-118.28,2.9063
19049,38.45,-121.83,2.3438
16192,37.96,-121.3,1.125
14103,32.75,-117.1,1.4828
12499,38.57,-121.46,3.1583
1683,38.0,-122.31,4.621
7988,33.85,-118.18,3.6897
20394,34.22,-118.87,6.2423
18370,37.13,-121.93,5.7415
10334,33.85,-117.74,6.9544
6872,34.07,-118.09,3.2578
578,37.71,-122.06,4.635
11820,38.95,-121.08,2.7463
334,37.73,-122.17,2.1587
6561,34.21,-118.13,6.1824
6473,34.09,-118.07,2.5474
11830,39.15,-120.87,2.8603
12689,38.56,-121.41,5.1385
4585,34.06,-118.27,1.4904
9530,38.97,-123.1,2.5761
11078,33.8,-117.85,4.3269
15645,37.79,-122.42,2.1343
19616,37.44,-121.31,0.536
16535,37.78,-121.23,4.8229
676,37.68,-122.18,5.4858
15353,33.25,-117.31,2.8558
5102,33.94,-118.31,2.7401
10399,33.51,-117.64,7.2648
8835,34.09,-118.37,5.5224
782,37.66,-122.13,4.3456
10739,33.57,-117.92,7.2988
7203,34.02,-118.19,2.3438
6930,34.02,-118.08,2.9321
1796,37.93,-122.35,1.7257
14481,32.82,-117.25,9.5245
7049,33.93,-118.04,3.1979
10349,33.6,-117.66,7.5488
17559,37.32,-121.88,2.6607
7286,33.98,-118.24,3.0724
17900,37.36,-121.98,4.6719
183,37.8,-122.23,2.25
16735,37.68,-122.4,4.1146
3166,35.27,-118.91,2.0921
4061,34.15,-118.45,4.1727
2297,36.81,-119.76,1.2716
16798,37.66,-122.44,4.7639
17068,37.55,-122.24,6.7413
19350,38.57,-122.94,5.1005
2836,35.4,-119.0,4.3906
12430,33.65,-116.26,10.2948
9515,39.16,-123.2,1.7929
8826,34.09,-118.36,2.0702
6381,34.18,-118.04,5.2865
1955,38.76,-120.76,2.6392
5923,34.13,-117.78,5.8819
13085,38.56,-121.35,4.5066
15865,37.76,-122.4,4.4074
12465,38.57,-121.43,3.5893
14403,32.78,-117.25,2.7857
20095,37.99,-120.26,3.5
12434,33.49,-115.84,2.0347
18060,37.26,-122.02,8.0331
533,37.78,-122.27,3.7708
14576,32.83,-117.2,2.8472
469,37.87,-122.29,2.525
19545,37.63,-120.97,1.7054
14553,32.95,-117.18,6.3237
6760,34.1,-118.12,4.2344
3761,34.17,-118.36,2.5234
14712,32.79,-117.04,6.7196
12511,38.55,-121.43,2.7333
10781,33.64,-117.9,5.0532
14413,32.78,-117.24,4.1742
12552,38.56,-121.48,2.8542
1266,37.99,-121.67,4.375
6698,34.14,-118.1,3.6572
19017,38.35,-121.96,4.0938
17892,37.36,-121.91,3.2153
6536,34.04,-118.06,2.6288
6562,34.2,-118.13,5.6629
14583,32.84,-117.18,3.5606
3780,34.17,-118.39,3.1929
18552,36.96,-122.04,4.1964
9134,34.51,-118.07,4.8667
17932,37.35,-121.94,3.1667
13477,34.07,-117.39,3.8558
5331,34.04,-118.46,3.2663
15065,32.8,-116.96,1.8357
5343,34.04,-118.44,3.0714
20377,34.14,-118.85,8.7657
20612,39.08,-121.56,1.4934
17751,37.33,-121.84,3.6765
1566,37.74,-121.96,15.0001
16128,37.78,-122.47,3.5221
12042,33.91,-117.48,4.2207
8525,33.89,-118.33,4.1953
16599,35.76,-120.7,2.2165
4514,34.04,-118.2,2.07
19176,38.43,-122.67,4.5588
10943,33.74,-117.88,2.8077
16506,37.73,-121.13,3.3158
12680,38.55,-121.39,3.5278
19969,36.21,-119.09,1.8828
1544,37.73,-121.93,6.2048
19970,36.21,-119.1,2.4653
6778,34.12,-118.17,4.2944
2604,41.13,-124.06,2.4708
9791,36.14,-121.62,3.2375
5667,33.72,-118.3,3.4474
16222,37.96,-121.35,5.8995
15644,37.79,-122.42,2.565
19070,38.27,-122.52,5.2155
19841,36.43,-119.1,2.6711
1281,38.01,-121.81,2.2361
2566,40.78,-124.16,3.8
12099,33.96,-117.32,3.7585
19550,37.62,-121.01,2.0885
2471,36.6,-119.81,2.4006
19921,36.32,-119.34,3.925
13048,38.59,-121.31,3.1711
5587,33.8,-118.31,3.125
12865,38.69,-121.34,3.7031
5219,33.95,-118.24,1.4792
12309,33.48,-116.89,2.8071
9384,37.89,-122.49,6.0238
5945,34.14,-117.85,6.1049
14247,32.73,-117.09,2.8942
20357,34.16,-118.98,5.7676
12574,38.53,-121.42,2.8298
17614,37.29,-121.92,6.5858
4126,34.14,-118.21,3.2222
14681,32.83,-117.09,4.8419
5809,34.15,-118.27,3.008
9720,36.9,-121.71,4.6125
3599,34.24,-118.5,5.9401
13976,34.13,-116.98,4.0333
15124,32.86,-116.88,5.0733
7747,33.92,-118.16,4.4881
4294,34.1,-118.29,2.7054
11244,33.81,-118.0,3.5268
12739,38.62,-121.35,3.4299
11877,34.0,-117.38,3.3687
9458,39.66,-123.58,2.2429
4093,34.16,-118.42,0.536
9315,37.99,-122.47,7.494
19509,37.64,-121.02,2.1036
15660,37.78,-122.42,2.3304
13958,34.24,-116.94,1.998
10286,33.89,-117.83,4.625
19853,36.42,-119.35,2.7969
3402,34.27,-118.35,6.2037
7110,33.9,-118.02,5.5601
3914,34.19,-118.52,2.9511
19438,37.68,-121.01,5.5
13902,34.16,-116.44,2.8929
